,category,message
614,spam,FREE entry into our Â£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
615,ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
616,ham,1's finish meeting call me.
617,ham,"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"""
618,ham,How much are we getting?
619,ham,"Dear relieved of westonzoyland, all going to plan this end too!"
620,ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
621,ham,Nobody can decide where to eat and dad wants Chinese
622,ham,Now? I'm going out 4 dinner soon..
623,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
624,ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
625,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
626,ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
627,ham,What your plan for pongal?
628,ham,"Not yet chikku..going to room nw, i'm in bus.."
629,ham,Honey boo I'm missing u.
630,ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
631,spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
632,ham,I will see in half an hour
633,ham,"""Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."""
634,spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA
635,ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
636,ham,Ok...
637,ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
638,ham,Can do lor...
639,ham,Can i meet Ã¼ at 5.. As 4 where depends on where Ã¼ wan 2 in lor..
640,ham,Oh ho. Is this the first time u use these type of words
641,ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
642,ham,But if she.s drinkin i'm ok.
643,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
644,ham,Happy new year to u too!
645,ham,Eat jap done oso aft ur lect wat... Ãœ got lect at 12 rite... 
646,ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
647,ham,Aiyah u did ok already lar. E nydc at wheellock?
648,ham,Sure! I am driving but will reach my destination soon.
649,ham,Your daily text from me â€“ a favour this time
650,ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
651,ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
652,ham,Your right! I'll make the appointment right now.
653,spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
654,ham,I jokin oni lar.. Ãœ busy then i wun disturb Ã¼.
655,ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
656,ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
657,ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
658,ham,Why nothing. Ok anyway give me treat
659,ham,Ok...
660,ham,"Just sent again. Do you scream and moan in bed, princess?"
661,ham,Oh just getting even with u.... u?
662,ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
663,ham,"Sorry, was in the bathroom, sup"
664,ham,My exam is for february 4. Wish you a great day.
665,ham,"Aight no rush, I'll ask jay"
666,ham,It's ok lar. U sleep early too... Nite...
667,ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
668,ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
669,ham,Aight sorry I take ten years to shower. What's the plan?
670,ham,Might ax well im there.
671,ham,Yeah I'll try to scrounge something up
672,ham,Were somewhere on Fredericksburg
673,ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
674,ham,"Nothing much, chillin at home. Any super bowl plan?"
675,ham,Bugis oso near wat... 
676,ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
677,ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
678,ham,U ned to convince him tht its not possible witot hurting his feeling its the main
679,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
680,ham,Yo dude guess who just got arrested the other day
681,ham,What does the dance river do?
682,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
683,ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
684,ham,Alright. I'm out--have a good night!
685,ham,Hope you are feeling great. Pls fill me in. Abiola
686,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
687,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
688,ham,Auntie huai juan never pick up her phone
689,ham,"Ya tel, wats ur problem.."
690,ham,i dnt wnt to tlk wid u
691,ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time
692,ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
693,ham,All e best 4 ur exam later.
694,ham,Oh k.i think most of wi and nz players unsold.
695,ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
696,ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
697,ham,R we still meeting 4 dinner tonight?
698,ham,Shall i start from hear.
699,ham,No did you check? I got his detailed message now
700,ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
701,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
702,ham,Actually getting ready to leave the house.
703,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
704,ham,"I've got ten bucks, jay is being noncomittal"
705,ham,Pls speak to that customer machan.
706,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
707,ham,So wats ur opinion abt him and how abt is character?
708,ham,No..few hours before.went to hair cut .
709,ham,Lmao. Take a pic and send it to me.
710,ham,No. She's currently in scotland for that.
711,spam,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
712,ham,Yes.. now only saw your message..
713,ham,Ok...
714,ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
715,ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
716,ham,Thanks for ve lovely wisheds. You rock
717,ham,I asked sen to come chennai and search for job.
718,ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
719,ham,"Arms fine, how's Cardiff and uni? "
720,ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
721,ham,"Its ok., i just askd did u knw tht no?"
722,ham,Those ducking chinchillas
723,ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
724,spam,As a registered optin subscriber ur draw 4 Â£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
725,ham,Msg me when rajini comes.
726,ham,"That's good, because I need drugs"
727,ham,Can Ã¼ all decide faster cos my sis going home liao..
728,ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
729,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
730,ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
731,spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
732,ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
733,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
734,spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsÂ£1/minMobsmoreLKPOBOX177HP51FL
735,ham,Take some small dose tablet for fever
736,ham,"Just sent you an email â€“ to an address with incomm in it, is that right?"
737,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
738,ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
739,ham,I think its far more than that but find out. Check google maps for a place from your dorm.
740,ham,Have you always been saying welp?
741,ham,Ok...
742,ham,"Sorry, I'll call later"
743,ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
744,ham,Tell them no need to investigate about me anywhere.
745,ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
746,ham,In the end she might still vomit but its okay. Not everything will come out.
747,ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
748,ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
749,ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
750,ham,Host-based IDPS for linux systems.
751,ham,Don no da:)whats you plan?
752,ham,Oh my God. I'm almost home
753,spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
754,ham,Sounds like something that someone testing me would sayy
755,ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
756,ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
757,ham,K:)all the best:)congrats...
758,ham,I need to come home and give you some good lovin...
759,ham,Shall i ask one thing if you dont mistake me.
760,spam,"URGENT! Your Mobile No was awarded a Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
761,ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
762,ham,Hi:)cts employee how are you?
763,ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
764,ham,Hey what happen de. Are you alright.
765,ham,I think chennai well settled?
766,ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
767,ham,Remember on that day..
768,ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
769,ham,Midnight at the earliest
770,ham,K come to nordstrom when you're done
771,ham,Now press conference da:)
772,ham,After completed degree. There is no use in joining finance.
773,ham,Shant disturb u anymore... Jia you...
774,ham,"Me, i dont know again oh"
775,ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
776,ham,U too...
777,ham,Yeah we do totes. When u wanna?
778,ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
779,ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
780,ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
781,ham,Dude just saw a parked car with its sunroof popped up. Sux
782,ham,Tmrw. Im finishing 9 doors
783,ham,I am late. I will be there at
784,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
785,ham,No:-)i got rumour that you going to buy apartment in chennai:-)
786,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
787,ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
788,ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
789,ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
790,ham,"I shall book chez jules for half eight, if that's ok with you?"
791,ham,"Yep, at derek's house now, see you Sunday &lt;3"
792,ham,"Sorry, I'll call later"
793,ham,There are no other charges after transfer charges and you can withdraw anyhow you like
794,ham,At 4. Let's go to bill millers
795,ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
796,ham,Will it help if we propose going back again tomorrow
797,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
798,spam,As a Registered Subscriber yr draw 4 a Â£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
799,ham,Daddy will take good care of you :)
800,ham,K.then any other special?
801,ham,Ok pa. Nothing problem:-)
802,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
803,ham,Ok no prob... I'll come after lunch then...
804,ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
805,ham,I'll probably be around mu a lot
806,spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
807,ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
808,ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
809,ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
810,ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
811,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
812,spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
813,ham,Dear how you. Are you ok?
814,ham,Yes princess! I want to make you happy...
815,ham,I am going to film 2day da. At 6pm. Sorry da.
816,ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
817,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
818,ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
819,ham,Great comedy..cant stop laughing da:)
820,ham,"Alright, we're all set here, text the man"
821,ham,Sleeping nt feeling well
822,ham,India have to take lead:)
823,ham,Thts wat Wright Brother did to fly..
824,ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
825,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
826,spam,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
827,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
828,ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
829,spam,RGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50
830,ham,No just send to you. Bec you in temple na.
831,spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx CallsÂ£1/minMobsmoreLKPOBOX177HP51FL
832,ham,Ãœ v ma fan...
833,ham,Guess who spent all last night phasing in and out of the fourth dimension
834,ham,"Yes..but they said its IT.,"
835,ham,Lmao!nice 1
836,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
837,ham,Nah dub but je still buff
838,ham,"Yeah, that's fine! It's Â£6 to get in, is that ok? "
839,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
840,ham,Okay... We wait ah
841,ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
842,ham,Do you want bold 2 or bb torch
843,spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a Â£350 award. If your number matches please call 09063442151 to claim your Â£350 award
844,ham,Nan sonathaya soladha. Why boss?
845,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone
846,ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
847,ham,Ãœ eatin later but i'm eatin wif my frens now lei... Ãœ going home first? 
848,ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
849,spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
850,ham,Please ask mummy to call father
851,ham,I have lost 10 kilos as of today!
852,ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
853,ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
854,ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
855,ham,"(No promises on when though, haven't even gotten dinner yet)"
856,ham,o turns out i had stereo love on mi phone under the unknown album.
857,ham,Yeah I don't see why not
858,ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
859,ham,"As in missionary hook up, doggy hook up, standing...|"
860,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
861,ham,Thought praps you meant another one. Goodo! I'll look tomorrow 
862,ham,There bold 2  &lt;#&gt; . Is that yours
863,ham,"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."""
864,ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
865,ham,Doing project w frens lor. 
866,ham,"K, can that happen tonight?"
867,ham,"I think we're going to finn's now, come"
868,ham,I will come tomorrow di
869,ham,K go and sleep well. Take rest:-).
870,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofÂ£2000 CASH 18+only. To opt out txt X to 07786200117
871,ham,"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX."""
872,spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
873,ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
874,ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
875,ham,Got it..mail panren paru..
876,ham,Give one miss from that number please
877,ham,How is your schedule next week? I am out of town this weekend.
878,ham,Lmao ok I wont be needing u to do my hair anymore.
879,ham,Sorry i'm not free...
880,ham,Nt yet chikku..simple habba..hw abt u?
881,ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
882,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
883,spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
884,ham,How. Its a little difficult but its a simple way to enter this place
885,ham,Dont show yourself. How far. Put new pictures up on facebook.
886,ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
887,ham,"Its ok chikku, and its my 1 of favourite song..:-)"
888,spam,Call FREEPHONE 0800 542 0578 now!
889,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
890,spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
891,ham,My uncles in Atlanta. Wish you guys a great semester.
892,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
893,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
894,ham,Arun can u transfr me d amt
895,ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
896,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
897,ham,How much i gave to you. Morning.
898,ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
899,ham,That one week leave i put know that time. Why.
900,ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
901,ham,Ok lor thanx... Ãœ in school?
902,ham,The bus leaves at  &lt;#&gt; 
903,spam,Todays Voda numbers ending 1225 are selected to receive a Â£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
904,ham,Aiyo a bit pai seh Ã¼ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
905,ham,"Now, whats your house # again ? And do you have any beer there ?"
906,ham,"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry"""
907,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
908,ham,Are you going to write ccna exam this week??
909,ham,Am i that much dirty fellow?
910,ham,I'll probably be by tomorrow (or even later tonight if something's going on)
911,ham,If you're thinking of lifting me one then no.
912,ham,Sent me ur email id soon
913,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
914,ham,May i call You later Pls
915,ham,That's the way you should stay oh.
916,ham,What time is ur flight tmr?
917,ham,I have a rather prominent bite mark on my right cheek
918,ham,Are you wet right now?
919,spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
920,ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
921,ham,"""Are you comingdown later?"""
922,ham,Da is good good player.why he is unsold.
923,ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
924,ham,I dont want to hear philosophy. Just say what happen
925,ham,Then cant get da laptop? My matric card wif Ã¼ lei... 
926,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
927,ham,They did't play one day last year know even though they have very good team.. Like india.
928,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
929,ham,"Sir, i am waiting for your call."
930,ham,"It could work, we'll reach a consensus at the next meeting"
931,ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
932,ham,You call him now ok i said call him
933,ham,Or Ã¼ go buy wif him then i meet Ã¼ later can?
934,ham,Today my system sh get ready.all is well and i am also in the deep well
935,ham,"Aight, I'll text you when I'm back"
936,ham,Oh ok i didnt know what you meant. Yep i am baby jontin
937,spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
938,ham,Watching tv now. I got new job :)
939,ham,I AM AT A PARTY WITH ALEX NICHOLS
940,ham,Just seeing your missed call my dear brother. Do have a gr8 day.
941,ham,"Sorry, I can't help you on this."
942,ham,I love your ass! Do you enjoy doggy style? :)
943,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
944,ham,No. On the way home. So if not for the long dry spell the season would have been over
945,ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
